id logP	country	t	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	logQ	logV
278	1.56727399494452	UK	38	0	1	0	0	0	0	0	0	0	0	0	5.41189954	8.48192941229423
279	1.56864341063952	UK	39	0	0	1	0	0	0	0	0	0	0	0	5.204627029	8.16420389387721
280	1.69523088978247	UK	40	0	0	0	1	0	0	0	0	0	0	0	5.078735778	8.609629771909
281	1.66924542682837	UK	41	0	0	0	0	1	0	0	0	0	0	0	4.888943396	8.16084640579578
282	1.6276061577296	UK	42	0	0	0	0	0	1	0	0	0	0	0	4.996398035	8.13216820823408
283	1.6879998163861	UK	43	0	0	0	0	0	0	1	0	0	0	0	5.118174312	8.63947729888805
284	1.66431539631884	UK	44	0	0	0	0	0	0	0	1	0	0	0	5.410367178	9.00455739408354
285	1.72906280203714	UK	45	0	0	0	0	0	0	0	0	1	0	0	5.483954257	9.48210131385194
286	1.80266041905773	UK	46	0	0	0	0	0	0	0	0	0	1	0	5.586512344	10.0705846831062
287	1.82182777156695	UK	47	0	0	0	0	0	0	0	0	0	0	1	5.798030023	10.5630121162804
288	1.80547947126802	UK	48	0	0	0	0	0	0	0	0	0	0	0	5.577301073	10.0697025923826
289	1.80697190805733	UK	49	1	0	0	0	0	0	0	0	0	0	0	5.597075304	10.1137578416094
290	1.80770062156749	UK	50	0	1	0	0	0	0	0	0	0	0	0	5.6488554	10.2114394177249
291	1.80433307855433	UK	51	0	0	1	0	0	0	0	0	0	0	0	5.390591374	9.72642232907782
292	1.94893661745887	UK	52	0	0	0	1	0	0	0	0	0	0	0	5.652786499	11.0169225985782
293	1.91641971455821	UK	53	0	0	0	0	1	0	0	0	0	0	0	5.969756592	11.4405592240227
294	1.86938435781303	UK	54	0	0	0	0	0	1	0	0	0	0	0	5.596141111	10.4613386570179
295	1.93384256439158	UK	55	0	0	0	0	0	0	1	0	0	0	0	5.421255726	10.4838550753904
296	1.89653700387309	UK	56	0	0	0	0	0	0	0	1	0	0	0	5.596291876	10.6135746273084
297	1.96879247794541	UK	57	0	0	0	0	0	0	0	0	1	0	0	5.514757525	10.8574131329128
298	2.03017278055375	UK	58	0	0	0	0	0	0	0	0	0	1	0	5.19283167	10.5423455104315
299	2.05928449463001	UK	59	0	0	0	0	0	0	0	0	0	0	1	5.914458507	12.1795526975977
300	2.04414635123331	UK	60	0	0	0	0	0	0	0	0	0	0	0	5.833059867	11.9236280436535
